id,shelf,platform,title,source,genre,genre_source,family,verdict,verdict_why,venue_fit,tier,play,status
E-GB-0397,E,GB,Friend of the Void,no-intro,,,,,,,3,,todo
E-GB-0398,E,GB,Frisky Tom,no-intro,,,,,,,3,,todo
E-GB-0399,E,GB,Frogger,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0400,E,GB,From TV Animation Slam Dunk - Gakeppuchi no Kesshou League,no-intro,,,,,,,3,,todo
E-GB-0401,E,GB,From TV Animation Slam Dunk 2 - Zenkoku e no Tip Off,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0402,E,GB,From TV Animation Slam Dunk Limited Edition,no-intro,,,,,,,3,,todo
E-GB-0403,E,GB,Funny Field,no-intro,Puzzle,libretro,解く,半,解けた/解けないは明。時間内の出来の良し悪しは見せ方次第,shokudo+kanko,2,,todo
E-GB-0404,E,GB,Fushigi no Dungeon - Fuurai no Shiren GB - Tsukikage Mura no Kaibutsu,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0405,E,GB,Fushigina Blobby - Princess Blob o Sukue!,no-intro,,,,,,,3,,todo
E-GB-0406,E,GB,G Arms - Operation Gundam,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0407,E,GB,G-Man,no-intro,,,,,,,3,,todo
E-GB-0408,E,GB,G-ZERO,no-intro,,,,,,,3,,todo
E-GB-0409,E,GB,GB Basketball,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0410,E,GB,GB Genjin,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0411,E,GB,GB Genjin 2,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0412,E,GB,GB Genjin Land - Viva! Chikkun Oukoku,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0413,E,GB,GB Pachi-Slot Hisshouhou! Jr.,no-intro,Gambling,libretro,賭け・運,明,当たり外れが一瞬で出る。腕に関係なく満足/不満足が決まる,bar+shokudo+kanko,2,,todo
E-GB-0414,E,GB,GB Pixel Jam 2023 Gallery,no-intro,,,,,,,3,,todo
E-GB-0415,E,GB,GBKiss Mini Games,no-intro,,,,,,,3,,todo
E-GB-0416,E,GB,GI King! - Sanbiki no Yosouya,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0417,E,GB,Galaga & Galaxian,no-intro,Compilation,libretro,その他,不明,複数収録・雑多で1つの遊びに絞れない,,3,,todo
E-GB-0418,E,GB,Game & Watch Gallery,no-intro,Compilation,libretro,その他,不明,複数収録・雑多で1つの遊びに絞れない,,3,,todo
E-GB-0419,E,GB,Game Boy Aging Cartridge,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0420,E,GB,Game Boy Camera,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0421,E,GB,Game Boy Camera Gold,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0422,E,GB,Game Boy Controller Kensa Cartridge,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0423,E,GB,Game Boy Digital Sampling Oscilloscope,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0424,E,GB,Game Boy Gallery,no-intro,Compilation,libretro,その他,不明,複数収録・雑多で1つの遊びに絞れない,,3,,todo
E-GB-0425,E,GB,Game Boy Gallery - 5 Games in 1,no-intro,Compilation,libretro,その他,不明,複数収録・雑多で1つの遊びに絞れない,,3,,todo
E-GB-0426,E,GB,Game Boy Gallery 2,no-intro,Compilation,libretro,その他,不明,複数収録・雑多で1つの遊びに絞れない,,3,,todo
E-GB-0427,E,GB,Game Boy Wars,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0428,E,GB,Game Boy Wars Turbo,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0429,E,GB,Game Boy Wars Turbo - Famitsu Version,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0430,E,GB,Game Genie,no-intro,,,,,,,3,,todo
E-GB-0431,E,GB,Game de Hakken!! Tamagotchi,no-intro,Simulation,libretro,育てる・回す,不明,積み上げ型。1プレイの終わりに正誤が出ない,,3,,todo
E-GB-0432,E,GB,Game de Hakken!! Tamagotchi - Osutchi to Mesutchi,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0433,E,GB,Game de Hakken!! Tamagotchi 2,no-intro,,,,,,,3,,todo
E-GB-0434,E,GB,"Game of Harmony, The",no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0435,E,GB,GameBoy WORDLE,no-intro,,,,,,,3,,todo
E-GB-0436,E,GB,Gamera - Daikaijuu Kuuchuu Kessen,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0437,E,GB,Ganbare Goemon - Kurofunetou no Nazo,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0438,E,GB,Ganbare Goemon - Sarawareta Ebisumaru,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0439,E,GB,Ganso!! Yancha Maru,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0440,E,GB,Garfield Labyrinth,no-intro,Puzzle,libretro,解く,半,解けた/解けないは明。時間内の出来の良し悪しは見せ方次第,shokudo+kanko,2,,todo
E-GB-0441,E,GB,Gargoyle's Quest,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0442,E,GB,Gauntlet II,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0443,E,GB,Gear Works,no-intro,Puzzle,libretro,解く,半,解けた/解けないは明。時間内の出来の良し悪しは見せ方次第,shokudo+kanko,2,,todo
E-GB-0444,E,GB,Gegege no Kitarou - Youkai Souzoushu Arawaru!,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0445,E,GB,Gekitou Power Modeller,no-intro,Fighting,libretro,殴る・斬る,明,勝敗が出る。何を食らったかも見える,bar,2,,todo
E-GB-0446,E,GB,Gem Gem,no-intro,Puzzle,libretro,解く,半,解けた/解けないは明。時間内の出来の良し悪しは見せ方次第,shokudo+kanko,2,,todo
E-GB-0447,E,GB,Genesis,no-intro,,,,,,,3,,todo
E-GB-0448,E,GB,Genesis II,no-intro,,,,,,,3,,todo
E-GB-0449,E,GB,Genjin Collection,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0450,E,GB,Genjin Cottsu,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0451,E,GB,Genki Bakuhatsu Gambaruger,no-intro,Fighting,libretro,殴る・斬る,明,勝敗が出る。何を食らったかも見える,bar,2,,todo
E-GB-0452,E,GB,George Foreman's KO Boxing,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0453,E,GB,Gerry Anderson's Thunderbirds,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0454,E,GB,"Getaway, The - High Speed II",no-intro,Pinball,libretro,賭け・運,明,当たり外れが一瞬で出る。腕に関係なく満足/不満足が決まる,bar+shokudo+kanko,2,,todo
E-GB-0455,E,GB,Ghost Town,no-intro,,,,,,,3,,todo
E-GB-0456,E,GB,Ghostbusters II,no-intro,Shooter,libretro,撃つ,明,撃墜数・点が残る。外した弾も見える,bar+kanko,2,,todo
E-GB-0457,E,GB,Ginga - Card & Puzzle Collection,no-intro,Puzzle,libretro,解く,半,解けた/解けないは明。時間内の出来の良し悪しは見せ方次第,shokudo+kanko,2,,todo
E-GB-0458,E,GB,Go Go Ackman,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0459,E,GB,Go! Go! Hitchhike,no-intro,Board,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0460,E,GB,Go! Go! Tank,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0461,E,GB,Goal!,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0462,E,GB,God Medicine - Fantasy Sekai no Tanjou,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0463,E,GB,God Medicine - Fukkokuban,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0464,E,GB,Godzilla,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0465,E,GB,Gojira-kun - Kaijuu Daikoushin,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0466,E,GB,Golf,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0467,E,GB,Golf Classic,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0468,E,GB,Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Joushiki no Sho,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0469,E,GB,Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Kanji no Tatsujin,no-intro,Quiz,inferred,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0470,E,GB,Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Keisan no Tatsujin,no-intro,Quiz,inferred,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0471,E,GB,Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Nanmon no Sho,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0472,E,GB,Goukaku Boy GOLD - Shikakui Atama o Maruku Suru - Zukei no Tatsujin,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0473,E,GB,Goukaku Boy Series - 99 Nendo Ban Eitango Center 1500,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0474,E,GB,Goukaku Boy Series - Eijukugo Target 1000,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0475,E,GB,Goukaku Boy Series - Eiken 2kyuu Level no Kaiwa Hyougen 333,no-intro,Educational,libretro,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0476,E,GB,Goukaku Boy Series - Eitango Target 1900,no-intro,Educational,libretro,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0477,E,GB,Goukaku Boy Series - Gakken - Kanyouku Kotowaza 210,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0478,E,GB,Goukaku Boy Series - Gakken - Rekishi 512,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0479,E,GB,Goukaku Boy Series - Gakken - Yojijukugo 288,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0480,E,GB,Goukaku Boy Series - Kirihara Shoten Hinshutsu Eibunpou Gohou Mondai 1000,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0481,E,GB,Goukaku Boy Series - Koukou Nyuushi Derujun - Chuugaku Eijukugo 350,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0482,E,GB,Goukaku Boy Series - Koukou Nyuushi Derujun - Chuugaku Eitango 1700,no-intro,Educational,libretro,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0483,E,GB,Goukaku Boy Series - Koukou Nyuushi Derujun - Kanji Mondai no Seifuku,no-intro,Quiz,inferred,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0484,E,GB,Goukaku Boy Series - Koukou Nyuushi Derujun - Rekishi Nendai Anki Point 240,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0485,E,GB,Goukaku Boy Series - Koukou Nyuushi Derujun - Rika Anki Point 250,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0486,E,GB,Goukaku Boy Series - Nihonshi Target 201,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0487,E,GB,Goukaku Boy Series - Shikakui Atama o Maruku Suru - Kokugo Battle Hen,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0488,E,GB,Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0489,E,GB,Goukaku Boy Series - Shikakui Atama o Maruku Suru - Sansuu Battle Hen,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0490,E,GB,Goukaku Boy Series - Shikakui Atama o Maruku Suru - Shakai Battle Hen,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0491,E,GB,Goukaku Boy Series - Shikakui Atama o Maruku Suru - Suuji de Asobou Sansuu Hen,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0492,E,GB,Goukaku Boy Series - Yamakawa Ichimonittou - Nihonshi B Yougo Mondaishuu,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0493,E,GB,Goukaku Boy Series - Yamakawa Ichimonittou - Sekaishi B Yougo Mondaishuu,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0494,E,GB,Goukaku Boy Series - Z-Kai Kyuukyoku no Eigo Koubun 285,no-intro,Quiz,inferred,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0495,E,GB,Goukaku Boy Series - Z-Kai Kyuukyoku no Eijukugo 1017,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0496,E,GB,Goukaku Boy Series - Z-Kai Kyuukyoku no Eitango 1500,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0497,E,GB,Goukaku Boy Series - Z-Kai Reibun de Oboeru - Chuugaku Eitango 1132,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0498,E,GB,Goukaku Boy Series - Z-Kai Reibun de Oboeru - Kyuukyoku no Kobun Tango,no-intro,Platform,inferred,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0499,E,GB,Gradius - The Interstellar Assault,no-intro,Shoot'em Up,libretro,撃つ,明,撃墜数・点が残る。外した弾も見える,bar+kanko,2,,todo
E-GB-0500,E,GB,Grander Musashi RV,no-intro,Hunting and Fishing,libretro,狩る・釣る,明,釣れた/逃したが一目。大きさで満足が決まる,shokudo+kanko,2,,todo
E-GB-0501,E,GB,"Great Detention Getaway, The",no-intro,,,,,,,3,,todo
E-GB-0502,E,GB,Great Greed,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0503,E,GB,Gremlins 2 - The New Batch,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0504,E,GB,Gun Law,no-intro,Shoot'em Up,inferred,撃つ,明,撃墜数・点が残る。外した弾も見える,bar+kanko,2,,todo
E-GB-0505,E,GB,Guns&Riders,no-intro,,,,,,,3,,todo
E-GB-0506,E,GB,Gunship,no-intro,,,,,,,3,,todo
E-GB-0507,E,GB,HAL Wrestling,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0508,E,GB,Hammerin' Harry,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0509,E,GB,Handheld Heroes,no-intro,,,,,,,3,,todo
E-GB-0510,E,GB,Harbour Attack,no-intro,,,,,,,3,,todo
E-GB-0511,E,GB,Harvest Moon GB,no-intro,Simulation,libretro,育てる・回す,不明,積み上げ型。1プレイの終わりに正誤が出ない,,3,,todo
E-GB-0512,E,GB,Hatris,no-intro,Puzzle,libretro,解く,半,解けた/解けないは明。時間内の出来の良し悪しは見せ方次第,shokudo+kanko,2,,todo
E-GB-0513,E,GB,Hayaoshi Quiz - Ouza Ketteisen,no-intro,Quiz,libretro,答える,明,正誤が即出る。何問取れたかで満足が決まる,shokudo,2,,todo
E-GB-0514,E,GB,Head On,no-intro,Racing,libretro,競う速さ,明,タイム・順位が残る。どこで遅れたかも分かる,bar+kanko,2,,todo
E-GB-0515,E,GB,Heart Knight,no-intro,,,,,,,3,,todo
E-GB-0516,E,GB,Heavyweight Championship Boxing,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0517,E,GB,Heebie-GBs Halloween 2014,no-intro,,,,,,,3,,todo
E-GB-0518,E,GB,Heebie-GBs Halloween 2019,no-intro,,,,,,,3,,todo
E-GB-0519,E,GB,Heiankyo Alien,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0520,E,GB,Heiankyou Alien,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0521,E,GB,Heisei Tensai Bakabon,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0522,E,GB,Heracles no Eikou - Ugokidashita Kamigami,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0523,E,GB,Hercules,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0524,E,GB,Hero Shuugou!! Pinball Party,no-intro,Pinball,libretro,賭け・運,明,当たり外れが一瞬で出る。腕に関係なく満足/不満足が決まる,bar+shokudo+kanko,2,,todo
E-GB-0525,E,GB,Hiden Inyou Kikouhou - Ca Da,no-intro,Puzzle,libretro,解く,半,解けた/解けないは明。時間内の出来の良し悪しは見せ方次第,shokudo+kanko,2,,todo
E-GB-0526,E,GB,Higashio Osamu Kanshuu Pro Yakyuu Stadium '91,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0527,E,GB,Higashio Osamu Kanshuu Pro Yakyuu Stadium '92,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0528,E,GB,High Stakes Gambling,no-intro,Gambling,libretro,賭け・運,明,当たり外れが一瞬で出る。腕に関係なく満足/不満足が決まる,bar+shokudo+kanko,2,,todo
E-GB-0529,E,GB,Hiryuu no Ken Gaiden,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0530,E,GB,Hit the Ice - VHL - The Official Video Hockey League,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0531,E,GB,Hitori de Dekirumon! - Cooking Densetsu,no-intro,Role-playing (RPG),libretro,探す・選ぶ,不明,1プレイでは何も定まらない。「選んだ」だけで正誤も満足も出ない,,3,,todo
E-GB-0532,E,GB,Hoi Hoi - Game Boy Ban,no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0533,E,GB,Hokuto no Ken - Seizetsu Juuban Shoubu,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0534,E,GB,Home Alone,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0535,E,GB,Home Alone 2 - Lost in New York,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0536,E,GB,Hon Shougi,no-intro,Board,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0537,E,GB,Hong Kong,no-intro,Board,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0538,E,GB,Honmei Boy,no-intro,Sports with Animals,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0539,E,GB,Honoo no Toukyuuji - Dodge Danpei,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0540,E,GB,Hook,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0541,E,GB,Hoshi no Kirby,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0542,E,GB,Hoshi no Kirby 2,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0543,E,GB,Hudson Hawk,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0544,E,GB,Hugo,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0545,E,GB,"Humans, The",no-intro,Strategy,libretro,盤・札,半,勝敗は明だが、1手で満足したかは局面次第,bar+shokudo,2,,todo
E-GB-0546,E,GB,"Hunchback of Notre Dame, The - 5 Foolishly Fun Topsy Turvy Games",no-intro,Compilation,libretro,その他,不明,複数収録・雑多で1つの遊びに絞れない,,3,,todo
E-GB-0547,E,GB,"Hunt for Red October, The",no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0548,E,GB,Hyper Black Bass '95,no-intro,Hunting and Fishing,libretro,狩る・釣る,明,釣れた/逃したが一目。大きさで満足が決まる,shokudo+kanko,2,,todo
E-GB-0549,E,GB,Hyper Black Bass,no-intro,Hunting and Fishing,libretro,狩る・釣る,明,釣れた/逃したが一目。大きさで満足が決まる,shokudo+kanko,2,,todo
E-GB-0550,E,GB,Hyper Dunk,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0551,E,GB,Hyper Lode Runner,no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0552,E,GB,If,no-intro,,,,,,,3,,todo
E-GB-0553,E,GB,Ikari no Yousai,no-intro,Shooter,libretro,撃つ,明,撃墜数・点が残る。外した弾も見える,bar+kanko,2,,todo
E-GB-0554,E,GB,Ikari no Yousai 2,no-intro,Shooter,libretro,撃つ,明,撃墜数・点が残る。外した弾も見える,bar+kanko,2,,todo
E-GB-0555,E,GB,Illuminated,no-intro,,,,,,,3,,todo
E-GB-0556,E,GB,Impossible Gameboy,no-intro,,,,,,,3,,todo
E-GB-0557,E,GB,In Your Face,no-intro,Sports,libretro,球技・スポーツ,明,得点・勝敗が出る。入った/外したが一目,bar+shokudo,2,,todo
E-GB-0558,E,GB,"Incredible Crash Dummies, The",no-intro,Action,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0559,E,GB,Indiana Jones - Saigo no Seisen,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0560,E,GB,Indiana Jones and the Last Crusade,no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0561,E,GB,"Indien dans la Ville, Un",no-intro,Platform,libretro,走る・跳ぶ,半,どこまで行けたかは残る。満足はコースの見せ方に依る,kanko,2,,todo
E-GB-0562,E,GB,InfoGenius Productivity Pak - Berlitz French Translator,no-intro,,,,,,,3,,todo
